timestamp,route,value
2025-08-14,Green-B,272
2025-08-15,Green-B,250
2025-08-16,Green-B,164
2025-08-17,Green-B,148
2025-08-18,Green-B,253
2025-08-19,Green-B,281
2025-08-20,Green-B,274
2025-08-21,Green-B,282
2025-08-22,Green-B,259
2025-08-23,Green-B,148
2025-08-24,Green-B,155
2025-08-25,Green-B,263
2025-08-26,Green-B,263
2025-08-27,Green-B,276
2025-08-28,Green-B,256
2025-08-29,Green-B,265
2025-08-30,Green-B,149
2025-08-31,Green-B,160
2025-09-01,Green-B,260
2025-09-02,Green-B,250
2025-09-03,Green-B,256
2025-09-04,Green-B,257
2025-09-05,Green-B,255
2025-09-06,Green-B,169
2025-09-07,Green-B,154
2025-09-08,Green-B,254
2025-09-09,Green-B,230
2025-09-10,Green-B,246
2025-09-11,Green-B,253
2025-09-12,Green-B,248
2025-09-13,Green-B,164
2025-09-14,Green-B,152
2025-09-15,Green-B,272
2025-09-16,Green-B,256
2025-09-17,Green-B,255
2025-09-18,Green-B,253
2025-09-19,Green-B,254
2025-09-20,Green-B,165
2025-09-21,Green-B,134
2025-09-22,Green-B,228
2025-09-23,Green-B,246
2025-09-24,Green-B,253
2025-09-25,Green-B,261
2025-09-26,Green-B,258
2025-09-27,Green-B,148
2025-09-28,Green-B,158
2025-09-29,Green-B,264
2025-09-30,Green-B,253
2025-10-01,Green-B,262
2025-10-02,Green-B,253
2025-10-03,Green-B,242
2025-10-04,Green-B,155
2025-10-05,Green-B,150
2025-10-06,Green-B,248
2025-10-07,Green-B,266
2025-10-08,Green-B,217
2025-10-09,Green-B,230
2025-10-10,Green-B,232
2025-10-11,Green-B,145
2025-10-12,Green-B,146
2025-10-13,Green-B,227
2025-10-14,Green-B,233
2025-10-15,Green-B,235
2025-10-16,Green-B,275
2025-10-17,Green-B,267
2025-10-18,Green-B,143
2025-10-19,Green-B,144
2025-10-20,Green-B,230
2025-10-21,Green-B,220
2025-10-22,Green-B,241
2025-10-23,Green-B,230
2025-10-24,Green-B,241
2025-10-25,Green-B,134
2025-10-26,Green-B,139
2025-10-27,Green-B,243
2025-10-28,Green-B,245
2025-10-29,Green-B,246
2025-10-30,Green-B,224
2025-10-31,Green-B,250
2025-11-01,Green-B,138
2025-11-02,Green-B,148
2025-11-03,Green-B,239
2025-11-04,Green-B,222
2025-11-05,Green-B,235
2025-11-06,Green-B,243
2025-11-07,Green-B,245
2025-11-08,Green-B,142
2025-11-09,Green-B,153
2025-11-10,Green-B,249
2025-11-11,Green-B,234
2025-11-12,Green-B,246
2025-11-13,Green-B,259
2025-11-14,Green-B,259
2025-11-15,Green-B,133
2025-11-16,Green-B,135
2025-11-17,Green-B,253
2025-11-18,Green-B,223
2025-11-19,Green-B,219
2025-11-20,Green-B,229
2025-11-21,Green-B,239
2025-11-22,Green-B,140
2025-11-23,Green-B,136
2025-11-24,Green-B,226
2025-11-25,Green-B,225
2025-11-26,Green-B,223
2025-11-27,Green-B,260
2025-11-28,Green-B,237
2025-11-29,Green-B,146
2025-11-30,Green-B,136
2025-12-01,Green-B,230
2025-12-02,Green-B,224
2025-12-03,Green-B,201
2025-12-04,Green-B,216
2025-12-05,Green-B,211
2025-12-06,Green-B,123
2025-12-07,Green-B,131
2025-12-08,Green-B,247
2025-12-09,Green-B,231
2025-12-10,Green-B,246
2025-12-11,Green-B,236
2025-12-12,Green-B,240
2025-12-13,Green-B,132
2025-12-14,Green-B,142
2025-12-15,Green-B,239
2025-12-16,Green-B,224
2025-12-17,Green-B,237
2025-12-18,Green-B,237
2025-12-19,Green-B,224
2025-12-20,Green-B,130
2025-12-21,Green-B,130
2025-12-22,Green-B,231
2025-12-23,Green-B,234
2025-12-24,Green-B,221
2025-12-25,Green-B,230
2025-12-26,Green-B,237
2025-12-27,Green-B,142
2025-12-28,Green-B,149
2025-12-29,Green-B,245
2025-12-30,Green-B,218
2025-12-31,Green-B,249
2026-01-01,Green-B,224
2026-01-02,Green-B,242
2026-01-03,Green-B,138
2026-01-04,Green-B,135
2026-01-05,Green-B,209
2026-01-06,Green-B,228
2026-01-07,Green-B,212
2026-01-08,Green-B,241
2026-01-09,Green-B,248
2026-01-10,Green-B,133
2026-01-11,Green-B,140
2026-01-12,Green-B,222
2026-01-13,Green-B,223
2026-01-14,Green-B,240
2026-01-15,Green-B,230
2026-01-16,Green-B,251
2026-01-17,Green-B,135
2026-01-18,Green-B,145
2026-01-19,Green-B,232
2026-01-20,Green-B,240
2026-01-21,Green-B,226
2026-01-22,Green-B,231
2026-01-23,Green-B,230
2026-01-24,Green-B,133
2026-01-25,Green-B,144
2026-01-26,Green-B,240
2026-01-27,Green-B,239
2026-01-28,Green-B,250
2026-01-29,Green-B,249
2026-01-30,Green-B,228
2026-01-31,Green-B,142
2026-02-01,Green-B,135
2026-02-02,Green-B,233
2026-02-03,Green-B,226
2026-02-04,Green-B,252
2026-02-05,Green-B,238
2026-02-06,Green-B,231
2026-02-07,Green-B,149
2026-02-08,Green-B,125
2026-02-09,Green-B,211
2026-02-10,Green-B,244
2026-02-11,Green-B,236
2026-02-12,Green-B,238
2026-02-13,Green-B,220
2026-02-14,Green-B,141
2026-02-15,Green-B,156
2026-02-16,Green-B,246
2026-02-17,Green-B,238
2026-02-18,Green-B,232
2026-02-19,Green-B,232
2026-02-20,Green-B,212
2026-02-21,Green-B,144
2026-02-22,Green-B,149
2026-02-23,Green-B,219
2026-02-24,Green-B,230
2026-02-25,Green-B,225
2026-02-26,Green-B,227
2026-02-27,Green-B,240
2026-02-28,Green-B,129
2026-03-01,Green-B,148
2026-03-02,Green-B,249
2026-03-03,Green-B,237
2026-03-04,Green-B,211
2026-03-05,Green-B,229
2026-03-06,Green-B,256
2026-03-07,Green-B,125
2026-03-08,Green-B,143
2026-03-09,Green-B,228
2026-03-10,Green-B,252
2026-03-11,Green-B,235
2026-03-12,Green-B,248
2026-03-13,Green-B,250
2026-03-14,Green-B,160
2026-03-15,Green-B,145
2026-03-16,Green-B,249
2026-03-17,Green-B,227
2026-03-18,Green-B,260
2026-03-19,Green-B,236
2026-03-20,Green-B,239
2026-03-21,Green-B,148
2026-03-22,Green-B,136
2026-03-23,Green-B,250
2026-03-24,Green-B,259
2026-03-25,Green-B,251
2026-03-26,Green-B,228
2026-03-27,Green-B,247
2026-03-28,Green-B,155
2026-03-29,Green-B,135
2026-03-30,Green-B,236
2026-03-31,Green-B,261
2026-04-01,Green-B,253
2026-04-02,Green-B,255
2026-04-03,Green-B,274
2026-04-04,Green-B,154
2026-04-05,Green-B,156
2026-04-06,Green-B,286
2026-04-07,Green-B,249
2026-04-08,Green-B,242
2026-04-09,Green-B,258
2026-04-10,Green-B,259
2026-04-11,Green-B,148
2026-04-12,Green-B,144
2026-04-13,Green-B,283
2026-04-14,Green-B,259
2026-04-15,Green-B,245
2026-04-16,Green-B,267
2026-04-17,Green-B,254
2026-04-18,Green-B,151
2026-04-19,Green-B,158
2026-04-20,Green-B,240
2026-04-21,Green-B,261
2026-04-22,Green-B,282
2026-04-23,Green-B,263
2026-04-24,Green-B,253
2026-04-25,Green-B,151
2026-04-26,Green-B,152
2026-04-27,Green-B,255
2026-04-28,Green-B,254
2026-04-29,Green-B,271
2026-04-30,Green-B,237
2026-05-01,Green-B,271
2026-05-02,Green-B,153
2026-05-03,Green-B,159
2026-05-04,Green-B,246
2026-05-05,Green-B,278
2026-05-06,Green-B,278
2026-05-07,Green-B,274
2026-05-08,Green-B,242
2026-05-09,Green-B,164
2026-05-10,Green-B,161
2026-05-11,Green-B,242
2026-05-12,Green-B,263
2026-05-13,Green-B,268
2026-05-14,Green-B,271
2026-05-15,Green-B,266
2026-05-16,Green-B,161
2026-05-17,Green-B,170
2026-05-18,Green-B,281
2026-05-19,Green-B,227
2026-05-20,Green-B,261
2026-05-21,Green-B,263
2026-05-22,Green-B,242
2026-05-23,Green-B,160
2026-05-24,Green-B,169
2026-05-25,Green-B,252
2026-05-26,Green-B,271
2026-05-27,Green-B,254
2026-05-28,Green-B,258
2026-05-29,Green-B,286
2026-05-30,Green-B,156
2026-05-31,Green-B,164
2026-06-01,Green-B,242
2026-06-02,Green-B,292
2026-06-03,Green-B,276
2026-06-04,Green-B,265
2026-06-05,Green-B,276
2026-06-06,Green-B,150
2026-06-07,Green-B,170
2026-06-08,Green-B,264
2026-06-09,Green-B,266
2026-06-10,Green-B,262
2026-06-11,Green-B,261
2026-06-12,Green-B,278
2026-06-13,Green-B,163
2026-06-14,Green-B,167
2026-06-15,Green-B,269
2026-06-16,Green-B,276
2026-06-17,Green-B,264
2026-06-18,Green-B,300
2026-06-19,Green-B,248
2026-06-20,Green-B,172
2026-06-21,Green-B,173
2026-06-22,Green-B,258
2026-06-23,Green-B,300
2026-06-24,Green-B,283
2026-06-25,Green-B,283
2026-06-26,Green-B,270
2026-06-27,Green-B,160
2026-06-28,Green-B,160
2026-06-29,Green-B,275
2026-06-30,Green-B,289
2026-07-01,Green-B,272
2026-07-02,Green-B,258
2026-07-03,Green-B,281
2026-07-04,Green-B,169
2026-07-05,Green-B,167
2026-07-06,Green-B,280
2026-07-07,Green-B,266
2026-07-08,Green-B,257
2026-07-09,Green-B,258
2026-07-10,Green-B,248
2026-07-11,Green-B,164
2026-07-12,Green-B,161
2026-07-13,Green-B,264
2026-07-14,Green-B,230
2026-07-15,Green-B,253
2026-07-16,Green-B,284
2026-07-17,Green-B,260
2026-07-18,Green-B,164
2026-07-19,Green-B,150
2026-07-20,Green-B,288
2026-07-21,Green-B,267
2026-07-22,Green-B,273
2026-07-23,Green-B,300
2026-07-24,Green-B,289
2026-07-25,Green-B,159
2026-07-26,Green-B,156
2026-07-27,Green-B,264
2026-07-28,Green-B,275
2026-07-29,Green-B,266
2026-07-30,Green-B,262
2026-07-31,Green-B,287
2026-08-01,Green-B,159
2026-08-02,Green-B,179
2026-08-03,Green-B,268
2026-08-04,Green-B,291
2026-08-05,Green-B,271
