timestamp,metric,value
2024-10-27,hospital_admissions_respiratory,2424
2024-11-03,hospital_admissions_respiratory,2406
2024-11-10,hospital_admissions_respiratory,2544
2024-11-17,hospital_admissions_respiratory,2665
2024-11-24,hospital_admissions_respiratory,2530
2024-12-01,hospital_admissions_respiratory,2783
2024-12-08,hospital_admissions_respiratory,2873
2024-12-15,hospital_admissions_respiratory,2940
2024-12-22,hospital_admissions_respiratory,3271
2024-12-29,hospital_admissions_respiratory,4179
2025-01-05,hospital_admissions_respiratory,3774
2025-01-12,hospital_admissions_respiratory,3416
2025-01-19,hospital_admissions_respiratory,3708
2025-01-26,hospital_admissions_respiratory,4121
2025-02-02,hospital_admissions_respiratory,4266
2025-02-09,hospital_admissions_respiratory,3899
2025-02-16,hospital_admissions_respiratory,3555
2025-02-23,hospital_admissions_respiratory,3377
2025-03-02,hospital_admissions_respiratory,2890
2025-03-09,hospital_admissions_respiratory,2672
2025-03-16,hospital_admissions_respiratory,2677
2025-03-23,hospital_admissions_respiratory,2474
2025-03-30,hospital_admissions_respiratory,2537
2025-04-06,hospital_admissions_respiratory,2452
2025-04-13,hospital_admissions_respiratory,2573
2025-04-20,hospital_admissions_respiratory,2568
2025-04-27,hospital_admissions_respiratory,2368
2025-05-04,hospital_admissions_respiratory,2289
2025-05-11,hospital_admissions_respiratory,2379
2025-05-18,hospital_admissions_respiratory,2404
2025-05-25,hospital_admissions_respiratory,2536
2025-06-01,hospital_admissions_respiratory,2307
2025-06-08,hospital_admissions_respiratory,2219
2025-06-15,hospital_admissions_respiratory,2168
2025-06-22,hospital_admissions_respiratory,2264
2025-06-29,hospital_admissions_respiratory,2102
2025-07-06,hospital_admissions_respiratory,2110
2025-07-13,hospital_admissions_respiratory,2054
2025-07-20,hospital_admissions_respiratory,1988
2025-07-27,hospital_admissions_respiratory,1849
2025-08-03,hospital_admissions_respiratory,1905
2025-08-10,hospital_admissions_respiratory,2042
2025-08-17,hospital_admissions_respiratory,1906
2025-08-24,hospital_admissions_respiratory,1938
2025-08-31,hospital_admissions_respiratory,2088
2025-09-07,hospital_admissions_respiratory,2076
2025-09-14,hospital_admissions_respiratory,2275
2025-09-21,hospital_admissions_respiratory,2323
2025-09-28,hospital_admissions_respiratory,2111
2025-10-05,hospital_admissions_respiratory,2149
2025-10-12,hospital_admissions_respiratory,2242
2025-10-19,hospital_admissions_respiratory,2248
2025-10-26,hospital_admissions_respiratory,2170
2025-11-02,hospital_admissions_respiratory,2274
2025-11-09,hospital_admissions_respiratory,2309
2025-11-16,hospital_admissions_respiratory,2234
2025-11-23,hospital_admissions_respiratory,2379
2025-11-30,hospital_admissions_respiratory,2607
2025-12-07,hospital_admissions_respiratory,2774
2025-12-14,hospital_admissions_respiratory,3221
2025-12-21,hospital_admissions_respiratory,3767
2025-12-28,hospital_admissions_respiratory,4379
2026-01-04,hospital_admissions_respiratory,3725
2026-01-11,hospital_admissions_respiratory,3278
2026-01-18,hospital_admissions_respiratory,2826
2026-01-25,hospital_admissions_respiratory,2680
2026-02-01,hospital_admissions_respiratory,2637
2026-02-08,hospital_admissions_respiratory,2748
2026-02-15,hospital_admissions_respiratory,2594
2026-02-22,hospital_admissions_respiratory,2671
2026-03-01,hospital_admissions_respiratory,2404
2026-03-08,hospital_admissions_respiratory,2680
2026-03-15,hospital_admissions_respiratory,2443
2026-03-22,hospital_admissions_respiratory,2477
2026-03-29,hospital_admissions_respiratory,2495
2026-04-05,hospital_admissions_respiratory,2480
2026-04-12,hospital_admissions_respiratory,2548
2026-04-19,hospital_admissions_respiratory,2265
2026-04-26,hospital_admissions_respiratory,2310
2026-05-03,hospital_admissions_respiratory,2335
2026-05-10,hospital_admissions_respiratory,2305
2026-05-17,hospital_admissions_respiratory,2128
2026-05-24,hospital_admissions_respiratory,1918
